Complaint Type,Date,Time,Latitude,Longitude,Descriptor,Borough
Noise - Vehicle,9/22/2019,22:25:19,40.85908872,-73.92768757,Car/Truck Music,Manhattan
Noise - Residential,9/23/2019,19:39:21,40.64434874,-74.0030377,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,21:56:36,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/24/2019,1:10:12,40.82754885,-73.9471184,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,17:13:06,40.66107897,-73.95847431,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,22:21:32,40.83802507,-73.94076039,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,23:59:28,40.66317691,-73.88652793,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,12:28:23,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,19:09:20,40.72251553,-73.98073504,Loud Talking,Manhattan
Noise - Residential,9/22/2019,22:41:31,40.73046526,-73.79690704,Loud Music/Party,Queens
Noise - Residential,10/4/2019,0:08:37,40.83166976,-73.92875447,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,19:21:26,40.75595167,-73.88827208,Loud Music/Party,Queens
Noise - Residential,10/13/2019,12:08:12,40.67609529,-73.92109387,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,19:39:16,40.86225027,-73.92291562,Banging/Pounding,Manhattan
Noise - Vehicle,9/22/2019,13:36:05,40.70178324,-73.92055494,Car/Truck Music,Brooklyn
Noise - Residential,11/24/2019,0:58:40,40.87493668,-73.87869962,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,21:07:04,40.81366313,-73.88338487,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,19:39:07,40.78356113,-73.94548506,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,23:26:25,40.86103152,-73.9011753,Loud Music/Party,Bronx
Noise - Vehicle,9/22/2019,19:54:22,40.81944879,-73.91823226,Car/Truck Music,Bronx
Noise - Street/Sidewalk,9/22/2019,17:55:22,40.87828005,-73.90218026,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/24/2019,1:22:28,40.76383307,-73.72418088,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/23/2019,23:14:36,40.80957114,-73.94183331,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,21:20:35,40.80505495,-73.95826529,Banging/Pounding,Manhattan
Noise - Vehicle,9/22/2019,20:17:41,40.73938048,-74.00994165,Engine Idling,Manhattan
Noise - Residential,9/22/2019,23:21:30,40.67165056,-73.91972926,Banging/Pounding,Brooklyn
Noise - Residential,9/22/2019,22:01:48,40.77033307,-73.91997134,Loud Music/Party,Queens
Noise - Residential,9/22/2019,22:55:05,40.76407909,-73.87262026,Loud Music/Party,Queens
Noise - Residential,10/13/2019,12:52:01,40.86476432,-73.92276447,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,18:59:12,40.6961755,-73.94937913,Loud Television,Brooklyn
Noise - Street/Sidewalk,9/22/2019,18:40:23,40.81976407,-73.95161908,Loud Music/Party,Manhattan
Noise - Residential,10/2/2019,23:18:29,40.59752171,-73.98540188,Banging/Pounding,Brooklyn
Noise - Residential,9/23/2019,12:35:45,40.77665848,-73.98108405,Banging/Pounding,Manhattan
Noise - Commercial,9/23/2019,13:17:36,40.82733857,-73.92439418,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/23/2019,15:18:46,40.68318496,-73.94443498,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,16:42:44,40.64384377,-73.94981161,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,0:22:09,40.7310274,-73.96066054,Car/Truck Music,Brooklyn
Noise - Residential,9/22/2019,13:26:16,40.64491532,-73.95235125,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,23:47:41,40.74011925,-73.99925662,Loud Music/Party,Manhattan
Noise - Residential,10/13/2019,1:03:10,40.87227282,-73.86498976,Loud Music/Party,Bronx
Noise - Commercial,9/22/2019,21:13:23,40.69161179,-73.93974737,Loud Music/Party,Brooklyn
Noise - Commercial,9/23/2019,1:12:51,40.702909,-73.92962062,Loud Talking,Brooklyn
Noise - Residential,9/22/2019,22:25:59,40.85200917,-73.93058702,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,16:27:11,40.81480996,-73.92182535,Banging/Pounding,Bronx
Noise - Residential,9/23/2019,16:09:05,40.56266377,-74.13276856,Banging/Pounding,Staten Island
Noise - Residential,9/22/2019,22:59:56,40.69087765,-73.8573374,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/23/2019,22:12:09,40.83634934,-73.88726252,Loud Talking,Bronx
Noise - Vehicle,9/23/2019,16:02:04,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Residential,9/24/2019,0:10:40,40.670887,-73.93648926,Loud Music/Party,Brooklyn
Noise - Helicopter,9/23/2019,15:57:35,40.68345446,-73.87013139,NYPD,Brooklyn
Noise - Residential,9/23/2019,22:41:58,40.80617275,-73.94664051,Banging/Pounding,Manhattan
Noise - Residential,9/23/2019,0:34:42,40.84220908,-73.91228429,Loud Music/Party,Bronx
Noise - Vehicle,9/22/2019,21:00:21,40.82164413,-73.84547362,Car/Truck Music,Bronx
Noise - Street/Sidewalk,9/23/2019,15:10:05,40.75687178,-73.87297694,Loud Music/Party,Queens
Noise - Commercial,9/22/2019,22:23:36,40.72148855,-73.95833205,Loud Music/Party,Brooklyn
Noise - Residential,10/3/2019,13:27:09,40.83740563,-73.93720486,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,18:49:53,40.82043292,-73.94368811,Loud Talking,Manhattan
Noise - Vehicle,9/23/2019,23:50:55,40.6956442,-73.79178408,Car/Truck Music,Queens
Noise - Residential,9/24/2019,0:48:29,40.70514867,-73.92517115,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,17:10:21,40.80550805,-73.94008134,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,22:00:28,40.84542838,-73.90843439,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,20:55:44,40.63963678,-73.94547653,Banging/Pounding,Brooklyn
Noise - Residential,9/22/2019,20:40:08,40.69919546,-73.90664089,Loud Music/Party,Queens
Noise - Residential,9/22/2019,23:30:13,40.74214918,-73.95340764,Loud Music/Party,Queens
Noise - Commercial,9/22/2019,20:10:25,40.66963413,-73.95761104,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,19:21:09,40.6752129,-73.9191842,Loud Music/Party,Brooklyn
Noise - Helicopter,9/22/2019,22:13:34,40.72195913,-73.80969682,Other,Queens
Noise - Residential,9/22/2019,17:25:57,40.70578404,-73.80958791,Banging/Pounding,Queens
Noise - Residential,9/23/2019,0:51:41,40.85194873,-73.93048949,Loud Music/Party,Manhattan
Noise - Commercial,9/23/2019,19:14:09,40.76014832,-73.87741064,Car/Truck Music,Queens
Noise - Commercial,9/22/2019,23:01:27,40.75729856,-73.92037322,Loud Music/Party,Queens
Noise - Residential,9/22/2019,12:10:14,40.75354978,-73.82609052,Banging/Pounding,Queens
Noise - Commercial,9/22/2019,21:04:32,40.70401916,-73.98461395,Loud Talking,Brooklyn
Noise - Residential,9/23/2019,18:36:57,40.69375579,-73.93058229,Banging/Pounding,Brooklyn
Noise - Residential,11/15/2019,22:47:57,40.6811606,-73.85689669,Loud Music/Party,Queens
Noise - Residential,9/22/2019,20:56:37,40.66504776,-73.89703205,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,22:47:43,40.83103171,-73.90424441,Banging/Pounding,Bronx
Noise - Vehicle,10/4/2019,7:45:28,40.72236784,-73.80788821,Car/Truck Horn,Queens
Noise - Street/Sidewalk,10/2/2019,23:21:51,40.64117539,-74.00986936,Loud Music/Party,Brooklyn
Noise - Helicopter,9/23/2019,15:57:35,40.68345446,-73.87013139,NYPD,Brooklyn
Noise - Street/Sidewalk,9/22/2019,22:48:27,40.8216015,-73.95461657,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,23:38:18,40.6836572,-73.96593099,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,13:50:46,40.82309166,-73.90473999,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/23/2019,20:11:29,40.82403012,-73.9269922,Loud Music/Party,Bronx
Noise - Vehicle,9/23/2019,2:41:33,40.64822317,-73.9606481,Car/Truck Music,Brooklyn
Noise - Commercial,10/27/2019,0:44:53,40.73630649,-74.00829214,Loud Talking,Manhattan
Noise - Residential,9/23/2019,11:02:48,40.76055255,-73.93116604,Banging/Pounding,Queens
Noise - Commercial,9/22/2019,15:27:19,40.74839339,-73.86350485,Banging/Pounding,Queens
Noise - Residential,9/22/2019,22:15:59,40.7334034,-73.79761252,Loud Music/Party,Queens
Noise - Street/Sidewalk,10/28/2019,18:29:51,40.83040903,-73.86603229,Loud Talking,Bronx
Noise - Residential,9/22/2019,12:26:55,40.69460843,-73.92898027,Loud Talking,Brooklyn
Noise - Residential,9/22/2019,14:52:15,40.69297184,-73.90187155,Loud Music/Party,Queens
Noise - Residential,9/22/2019,20:05:47,40.80602239,-73.92761157,Banging/Pounding,Bronx
Noise - Residential,9/22/2019,21:32:22,40.63662579,-73.95169421,Loud Music/Party,Brooklyn
Noise - Residential,11/30/2019,9:05:07,40.78951204,-73.946188,Banging/Pounding,Manhattan
Noise - Street/Sidewalk,9/22/2019,19:23:16,40.84563723,-73.93271168,Loud Music/Party,Manhattan
Noise - Vehicle,9/22/2019,14:34:02,40.83138719,-73.92897159,Car/Truck Music,Bronx
Noise - Residential,10/2/2019,20:15:54,40.85847723,-73.92860646,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,23:01:57,40.67220696,-73.95305274,Banging/Pounding,Brooklyn
Noise - Residential,9/23/2019,17:03:54,40.84591603,-73.84782079,Banging/Pounding,Bronx
Noise - Commercial,9/22/2019,21:33:09,40.57599013,-74.08266121,Loud Music/Party,Staten Island
Noise - Residential,9/22/2019,21:25:21,40.6855225,-73.93713876,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,22:41:31,40.73046526,-73.79690704,Loud Music/Party,Queens
Noise - Park,9/22/2019,22:06:02,40.7786329,-73.9625461,Loud Music/Party,Manhattan
Noise - Vehicle,9/23/2019,11:29:31,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/23/2019,19:19:39,40.83166976,-73.92875447,Loud Music/Party,Bronx
Noise - Commercial,9/22/2019,23:45:55,40.62042127,-73.9270456,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,23:45:19,40.7225006,-74.00398287,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,22:33:35,40.73046526,-73.79690704,Loud Music/Party,Queens
Noise - Vehicle,9/23/2019,10:06:27,40.71871595,-73.80382951,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/22/2019,13:24:33,40.74906205,-73.89081724,Loud Music/Party,Queens
Noise - Residential,9/22/2019,13:07:06,40.64558327,-74.08791126,Banging/Pounding,Staten Island
Noise - Park,9/23/2019,9:15:56,40.63068197,-74.01097024,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,15:34:33,40.75354978,-73.82609052,Banging/Pounding,Queens
Noise - Vehicle,9/23/2019,8:10:32,40.72032827,-73.80776061,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/22/2019,18:40:02,40.81976407,-73.95161908,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,2:37:51,40.76217354,-73.92082584,Loud Television,Queens
Noise - Street/Sidewalk,9/22/2019,20:57:59,40.83747911,-73.90769363,Loud Music/Party,Bronx
Noise - Residential,10/12/2019,7:37:17,40.71700672,-73.98026767,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,17:45:24,40.69532814,-73.79155427,Loud Music/Party,Queens
Noise - Residential,9/22/2019,22:21:51,40.76453205,-73.87268437,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/22/2019,14:53:12,40.77383211,-73.98609254,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,19:04:25,40.81752496,-73.9530261,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,19:21:26,40.75595167,-73.88827208,Loud Music/Party,Queens
Noise - Residential,9/22/2019,19:13:52,40.68653236,-73.80803833,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/24/2019,0:16:36,40.82416166,-73.95297806,Loud Talking,Manhattan
Noise - Street/Sidewalk,9/22/2019,18:40:57,40.63870816,-73.99544563,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,17:53:17,40.68298827,-73.95266297,Loud Music/Party,Brooklyn
Noise - Park,9/23/2019,23:12:12,40.7786329,-73.9625461,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,12:53:26,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,11:57:46,40.84754647,-73.9356483,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,20:43:42,40.61033636,-73.95926581,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,21:30:06,40.84096775,-73.91133903,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,21:40:19,40.60494023,-73.95247342,Loud Music/Party,Brooklyn
Noise - Park,9/22/2019,16:01:59,40.7786329,-73.9625461,Loud Music/Party,Manhattan
Noise - Vehicle,9/22/2019,21:31:07,40.67425689,-73.89748289,Car/Truck Music,Brooklyn
Noise - Residential,9/23/2019,0:06:37,40.68282211,-73.93799942,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,18:11:53,40.821706,-73.94272957,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,17:31:27,40.66107634,-73.9587987,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,12:21:35,40.75354978,-73.82609052,Banging/Pounding,Queens
Noise - Residential,10/13/2019,17:38:40,40.60872593,-73.95400857,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/23/2019,23:32:30,40.8216015,-73.95461657,Loud Music/Party,Manhattan
Noise - Vehicle,11/26/2019,22:14:28,40.86266831,-73.92847904,Car/Truck Music,Manhattan
Noise - Residential,9/22/2019,23:43:52,40.675197,-73.97324287,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/23/2019,23:20:58,40.60558657,-73.95575379,Loud Talking,Brooklyn
Noise - Park,9/22/2019,21:47:23,40.7786329,-73.9625461,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,19:26:37,40.63832471,-73.94533348,Banging/Pounding,Brooklyn
Noise - Residential,9/23/2019,2:37:51,40.76217354,-73.92082584,Loud Television,Queens
Noise - Street/Sidewalk,9/22/2019,21:58:56,40.86309839,-73.92292186,Loud Music/Party,Manhattan
Noise - Residential,10/26/2019,20:04:43,40.79299901,-73.97297522,Loud Talking,Manhattan
Noise - Residential,9/23/2019,7:00:40,40.67118889,-73.86607092,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,15:04:26,40.83458779,-73.91330618,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,21:42:12,40.68282793,-73.87193537,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,22:50:03,40.80938499,-73.93752029,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,20:08:47,40.6855225,-73.93713876,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,23:35:27,40.85324089,-73.92950493,Loud Music/Party,Manhattan
Noise - Commercial,9/22/2019,23:53:27,40.69332462,-73.96710163,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,19:57:49,40.82986385,-73.94982306,Car/Truck Music,Manhattan
Noise - Street/Sidewalk,9/24/2019,0:00:14,40.8660801,-73.8691565,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,18:48:13,40.68746357,-73.9331814,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,23:26:01,40.74593081,-73.85629201,Car/Truck Music,Queens
Noise - Street/Sidewalk,9/23/2019,23:06:40,40.61361192,-73.98717404,Loud Talking,Brooklyn
Noise - Street/Sidewalk,9/23/2019,0:30:48,40.82410397,-73.9528408,Loud Talking,Manhattan
Noise - Commercial,9/23/2019,4:17:21,40.82765568,-73.88609567,Loud Talking,Bronx
Noise - Street/Sidewalk,9/22/2019,23:14:25,40.66531599,-73.93319998,Loud Music/Party,Brooklyn
Noise - Helicopter,9/23/2019,9:12:32,40.78229521,-73.96519444,Other,Manhattan
Noise - Residential,9/22/2019,22:44:44,40.67232223,-73.95304185,Loud Music/Party,Brooklyn
Noise - Residential,11/24/2019,7:49:32,40.69058792,-73.9581314,Loud Talking,Brooklyn
Noise - Residential,10/20/2019,0:13:28,40.67588223,-73.96040466,Loud Talking,Brooklyn
Noise - Residential,9/22/2019,20:12:17,40.70238426,-73.90930168,Banging/Pounding,Queens
Noise - Street/Sidewalk,9/22/2019,19:12:09,40.69532358,-73.93147139,Loud Talking,Brooklyn
Noise - Residential,9/22/2019,12:15:06,40.7367755,-73.76248841,Banging/Pounding,Queens
Noise - Street/Sidewalk,9/23/2019,8:13:12,40.68530816,-73.87598698,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,23:53:29,40.83448599,-73.93857,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,20:53:04,40.8197808,-73.95226218,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,1:54:34,40.69150552,-73.9605288,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,20:12:52,40.65243599,-73.96812007,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,14:32:00,40.66117997,-73.95695681,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,18:46:34,40.84304311,-73.9369104,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,21:50:33,40.82399258,-73.94906511,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/24/2019,1:33:24,40.69720339,-73.93560949,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,22:42:04,40.66126693,-73.93233178,Car/Truck Music,Brooklyn
Noise - Street/Sidewalk,9/22/2019,17:34:13,40.66531599,-73.93319998,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,11:50:11,40.71887029,-73.76328454,Loud Music/Party,Queens
Noise - Residential,9/22/2019,20:10:59,40.86499783,-73.89520399,Banging/Pounding,Bronx
Noise - Vehicle,9/23/2019,16:49:55,40.69496362,-73.94622465,Car/Truck Music,Brooklyn
Noise - Street/Sidewalk,9/22/2019,23:14:25,40.66531599,-73.93319998,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,3:58:31,40.57768984,-73.95960251,Loud Talking,Brooklyn
Noise - Street/Sidewalk,10/27/2019,1:26:56,40.82085613,-73.9211679,Loud Music/Party,Bronx
Noise - Residential,9/24/2019,0:35:58,40.72441092,-73.99516919,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,19:34:13,40.72668977,-73.81908191,Loud Music/Party,Queens
Noise - Residential,9/23/2019,0:43:01,40.6752639,-73.95127327,Loud Music/Party,Brooklyn
Noise - Commercial,9/23/2019,7:19:40,40.76653685,-73.98839728,Banging/Pounding,Manhattan
Noise - Street/Sidewalk,9/22/2019,21:09:55,40.82456239,-73.92667726,Loud Music/Party,Bronx
Noise - Vehicle,9/23/2019,8:19:41,40.72195913,-73.80969682,Engine Idling,Queens
Noise - Residential,9/22/2019,14:13:45,40.75996319,-73.98835511,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,12:30:13,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,16:04:45,40.6429441,-73.90345494,Loud Music/Party,Brooklyn
Noise - Residential,11/15/2019,19:46:32,40.87571989,-73.90970166,Banging/Pounding,Manhattan
Noise - Park,9/23/2019,22:28:38,40.65384051,-73.89668895,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,3:50:55,40.70177326,-73.81939477,Loud Music/Party,Queens
Noise - Commercial,9/22/2019,20:41:31,40.66192692,-73.9449573,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,10:30:50,40.68530816,-73.87598698,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,10/12/2019,4:13:30,40.86378745,-73.90146766,Loud Music/Party,Bronx
Noise - Vehicle,10/3/2019,16:25:53,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Residential,9/23/2019,23:33:21,40.73446781,-73.9998701,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,15:10:05,40.75687178,-73.87297694,Loud Music/Party,Queens
Noise - Residential,9/22/2019,12:55:02,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,1:08:07,40.87394516,-73.87547606,Loud Music/Party,Bronx
Noise - Commercial,9/23/2019,6:38:47,40.75573301,-73.97017134,Banging/Pounding,Manhattan
Noise - Street/Sidewalk,9/22/2019,15:12:45,40.70695362,-73.92348834,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,21:27:42,40.59399803,-73.77802935,Loud Music/Party,Queens
Noise - Vehicle,9/22/2019,22:28:26,40.84698426,-73.91512977,Car/Truck Music,Bronx
Noise - Residential,9/24/2019,0:16:57,40.63832471,-73.94533348,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,23:16:04,40.66330621,-73.94799834,Loud Music/Party,Brooklyn
Noise - Residential,11/9/2019,22:58:49,40.72684834,-73.8533855,Banging/Pounding,Queens
Noise - Vehicle,9/23/2019,1:06:00,40.70251221,-73.85256622,Car/Truck Music,Queens
Noise - Commercial,9/22/2019,21:35:10,40.69161179,-73.93974737,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,9:56:15,40.85479271,-73.86575182,Banging/Pounding,Bronx
Noise - Vehicle,9/23/2019,13:22:55,40.70178324,-73.92055494,Car/Truck Music,Brooklyn
Noise - Park,9/23/2019,13:39:52,40.7786329,-73.9625461,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,18:20:10,40.76174931,-73.87307594,Loud Talking,Queens
Noise - Vehicle,9/22/2019,20:17:46,40.82917736,-73.94909728,Car/Truck Music,Manhattan
Noise - Residential,9/22/2019,15:04:26,40.83458779,-73.91330618,Loud Music/Party,Bronx
Noise - Residential,9/24/2019,0:06:03,40.88337751,-73.87956301,Banging/Pounding,Bronx
Noise - Vehicle,9/23/2019,16:20:06,40.72195913,-73.80969682,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/22/2019,21:15:36,40.84304311,-73.9369104,Loud Music/Party,Manhattan
Noise - Vehicle,9/22/2019,22:23:27,40.86309839,-73.92292186,Car/Truck Music,Manhattan
Noise - Residential,9/22/2019,23:59:44,40.68149763,-73.89447202,Loud Music/Party,Brooklyn
Noise - Commercial,9/23/2019,0:26:35,40.82101033,-73.89737604,Car/Truck Music,Bronx
Noise - Residential,9/22/2019,21:13:39,40.70156379,-73.92074274,Loud Talking,Brooklyn
Noise - Commercial,9/23/2019,0:53:52,40.73910094,-74.00100679,Loud Music/Party,Manhattan
